Entry	Status	Gene names	Organism
Q92478	reviewed	CLEC2B AICL CLECSF2 IFNRG1	Homo sapiens (Human)
Q8N5K1	reviewed	CISD2 CDGSH2 ERIS ZCD2	Homo sapiens (Human)
Q9UHP7	reviewed	CLEC2D CLAX LLT1 OCIL	Homo sapiens (Human)
Q9Y6N3	reviewed	CLCA3P CLCA3	Homo sapiens (Human)
Q9BZ76	reviewed	CNTNAP3 CASPR3 KIAA1714	Homo sapiens (Human)
Q8IZS7	reviewed	CLECL1 DCAL1	Homo sapiens (Human)
Q9NRU3	reviewed	CNNM1 ACDP1	Homo sapiens (Human)
P09669	reviewed	COX6C	Homo sapiens (Human)
P21964	reviewed	COMT	Homo sapiens (Human)
Q7KZN9	reviewed	COX15	Homo sapiens (Human)
P60606	reviewed	CTXN1 CTXN	Homo sapiens (Human)
O95727	reviewed	CRTAM	Homo sapiens (Human)
Q6ZN68	reviewed	DPY19L2P2	Homo sapiens (Human)
Q2NKJ3	reviewed	CTC1 C17orf68	Homo sapiens (Human)
A4D2H0	reviewed	CTAGE15 CTAGE15P	Homo sapiens (Human)
Q08345	reviewed	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	Homo sapiens (Human)
Q0P6D2	reviewed	DIPK1C C18orf51 FAM69C	Homo sapiens (Human)
Q9NXW2	reviewed	DNAJB12	Homo sapiens (Human)
P05305	reviewed	EDN1	Homo sapiens (Human)
P48664	reviewed	SLC1A6 EAAT4	Homo sapiens (Human)
Q9H6B9	reviewed	EPHX3 ABHD9	Homo sapiens (Human)
P08913	reviewed	ADRA2A ADRA2R ADRAR	Homo sapiens (Human)
Q02410	reviewed	APBA1 MINT1 X11	Homo sapiens (Human)
P07307	reviewed	ASGR2 CLEC4H2	Homo sapiens (Human)
Q9H7F0	reviewed	ATP13A3 AFURS1	Homo sapiens (Human)
O15155	reviewed	BET1	Homo sapiens (Human)
P11274	reviewed	BCR BCR1 D22S11	Homo sapiens (Human)
Q9NR16	reviewed	CD163L1 CD163B M160 UNQ6434/PRO23202	Homo sapiens (Human)
O75309	reviewed	CDH16 UNQ695/PRO1340	Homo sapiens (Human)
Q8IXH8	reviewed	CDH26	Homo sapiens (Human)
O14569	reviewed	CYB561D2 101F6 LUCA12.2	Homo sapiens (Human)
Q86V35	reviewed	CABP7 CALN2	Homo sapiens (Human)
P21730	reviewed	C5AR1 C5AR C5R1	Homo sapiens (Human)
O43570	reviewed	CA12	Homo sapiens (Human)
Q9NS85	reviewed	CA10 hucep-15 UNQ533/PRO1076	Homo sapiens (Human)
Q4KMG0	reviewed	CDON CDO	Homo sapiens (Human)
P28907	reviewed	CD38	Homo sapiens (Human)
Q5W0N0	reviewed	C9orf57	Homo sapiens (Human)
Q8N6G5	reviewed	CSGALNACT2 CHGN2 GALNACT2 PRO0082	Homo sapiens (Human)
P06127	reviewed	CD5 LEU1	Homo sapiens (Human)
Q99467	reviewed	CD180 LY64 RP105	Homo sapiens (Human)
Q9GZX3	reviewed	CHST6	Homo sapiens (Human)
P34972	reviewed	CNR2 CB2A CB2B	Homo sapiens (Human)
Q8NC01	reviewed	CLEC1A CLEC1 UNQ569/PRO1131	Homo sapiens (Human)
Q6UXG3	reviewed	CD300LG CLM9 TREM4 UNQ422/PRO846	Homo sapiens (Human)
Q96JP9	reviewed	CDHR1 KIAA1775 PCDH21 PRCAD	Homo sapiens (Human)
Q99788	reviewed	CMKLR1 CHEMR23 DEZ	Homo sapiens (Human)
Q96SW2	reviewed	CRBN AD-006	Homo sapiens (Human)
Q96Q80	reviewed	DERL3 C22orf14 DER3 LLN2	Homo sapiens (Human)
Q8N4W6	reviewed	DNAJC22	Homo sapiens (Human)
P43003	reviewed	SLC1A3 EAAT1 GLAST GLAST1	Homo sapiens (Human)
O60941	reviewed	DTNB	Homo sapiens (Human)
O75355	reviewed	ENTPD3 CD39L3	Homo sapiens (Human)
Q6ZNB7	reviewed	AGMO TMEM195	Homo sapiens (Human)
Q70Z44	reviewed	HTR3D	Homo sapiens (Human)
Q9HBW9	reviewed	ADGRL4 ELTD1 ETL UNQ202/PRO228	Homo sapiens (Human)
Q9H2C2	reviewed	ARV1 HT035	Homo sapiens (Human)
Q01814	reviewed	ATP2B2 PMCA2	Homo sapiens (Human)
Q9BXJ0	reviewed	C1QTNF5 CTRP5 UNQ303/PRO344	Homo sapiens (Human)
Q16602	reviewed	CALCRL CGRPR	Homo sapiens (Human)
A4D256	reviewed	CDC14C CDC14B2 CDC14Bretro	Homo sapiens (Human)
Q13936	reviewed	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)
Q8WV48	reviewed	CCDC107 PSEC0222	Homo sapiens (Human)
O14735	reviewed	CDIPT PIS PIS1	Homo sapiens (Human)
Q8NCG5	reviewed	CHST4	Homo sapiens (Human)
Q9P126	reviewed	CLEC1B CLEC2 UNQ721/PRO1384	Homo sapiens (Human)
O14493	reviewed	CLDN4 CPER CPETR1 WBSCR8	Homo sapiens (Human)
O95471	reviewed	CLDN7 CEPTRL2 CPETRL2	Homo sapiens (Human)
Q7Z7G1	reviewed	CLNK MIST	Homo sapiens (Human)
P51798	reviewed	CLCN7	Homo sapiens (Human)
Q9H799	reviewed	CPLANE1 C5orf42 JBTS17	Homo sapiens (Human)
P20674	reviewed	COX5A	Homo sapiens (Human)
A6NIL9	reviewed	CRYM-AS1 NCRNA00169	Homo sapiens (Human)
Q5VUD6	reviewed	DIPK1B C9orf136 FAM69B PP6977	Homo sapiens (Human)
Q9UBS3	reviewed	DNAJB9 MDG1 UNQ743/PRO1471	Homo sapiens (Human)
O14521	reviewed	SDHD SDH4	Homo sapiens (Human)
O75396	reviewed	SEC22B SEC22L1	Homo sapiens (Human)
P31645	reviewed	SLC6A4 HTT SERT	Homo sapiens (Human)
Q9BRY0	reviewed	SLC39A3 ZIP3	Homo sapiens (Human)
Q9C0K1	reviewed	SLC39A8 BIGM103 ZIP8 PP3105	Homo sapiens (Human)
Q99624	reviewed	SLC38A3 G17 NAT1 SN1 SNAT3	Homo sapiens (Human)
Q6XE38	reviewed	SCGB1D4 UNQ517/PRO812	Homo sapiens (Human)
Q9BVH7	reviewed	ST6GALNAC5 SIAT7E	Homo sapiens (Human)
Q7Z3B0	reviewed	SMIM15 C5orf43	Homo sapiens (Human)
Q96RL6	reviewed	SIGLEC11 UNQ9222/PRO28718	Homo sapiens (Human)
O75094	reviewed	SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336	Homo sapiens (Human)
Q3KNW5	reviewed	SLC10A6 SOAT	Homo sapiens (Human)
Q96GR4	reviewed	ZDHHC12 ZNF400 PSEC0008	Homo sapiens (Human)
O15269	reviewed	SPTLC1 LCB1	Homo sapiens (Human)
P40200	reviewed	CD96	Homo sapiens (Human)
O43557	reviewed	TNFSF14 HVEML LIGHT UNQ391/PRO726	Homo sapiens (Human)
Q5SRD1	reviewed	TIMM23B	Homo sapiens (Human)
P57088	reviewed	TMEM33 DB83	Homo sapiens (Human)
O60830	reviewed	TIMM17B TIM17B JM3	Homo sapiens (Human)
Q9UPZ6	reviewed	THSD7A KIAA0960	Homo sapiens (Human)
A0A0A0MTA7	reviewed	TRBJ2-1	Homo sapiens (Human)
Q6XPS3	reviewed	TPTE2 TPIP	Homo sapiens (Human)
Q6PIZ9	reviewed	TRAT1 TCRIM HSPC062	Homo sapiens (Human)
A0A0B4J237	reviewed	TRAV8-2	Homo sapiens (Human)
A0A597	reviewed	TRBV5-5 TCRBV5S3A2T	Homo sapiens (Human)
P04435	reviewed	TRBV7-9	Homo sapiens (Human)
Q96JC1	reviewed	VPS39 KIAA0770 TLP VAM6	Homo sapiens (Human)
Q92536	reviewed	SLC7A6 KIAA0245	Homo sapiens (Human)
Q6N022	reviewed	TENM4 KIAA1302 ODZ4 TNM4	Homo sapiens (Human)
Q6ZVK1	reviewed	TMEM179 C14orf90 TMEM179A	Homo sapiens (Human)
A2VDJ0	reviewed	TMEM131L KIAA0922	Homo sapiens (Human)
Q9NVA4	reviewed	TMEM184C TMEM34 PRO1355	Homo sapiens (Human)
Q9NZ01	reviewed	TECR GPSN2 SC2	Homo sapiens (Human)
Q86SS6	reviewed	SYT9	Homo sapiens (Human)
Q969N4	reviewed	TAAR8 GPR102 TA5 TAR5 TRAR5	Homo sapiens (Human)
Q7Z410	reviewed	TMPRSS9	Homo sapiens (Human)
Q8WZ71	reviewed	TMEM158 HBBP RIS1	Homo sapiens (Human)
Q9NV12	reviewed	TMEM140	Homo sapiens (Human)
P17152	reviewed	TMEM11 C17orf35 PM1	Homo sapiens (Human)
B7Z8K6	reviewed	TRDC	Homo sapiens (Human)
O95859	reviewed	TSPAN12 NET2 TM4SF12 UNQ774/PRO1568	Homo sapiens (Human)
A0A075B6Y9	reviewed	TRAJ42	Homo sapiens (Human)
O75509	reviewed	TNFRSF21 DR6 UNQ437/PRO868	Homo sapiens (Human)
A0A075B6T6	reviewed	TRAV12-2	Homo sapiens (Human)
P01737	reviewed	TRAV8-4	Homo sapiens (Human)
O95847	reviewed	SLC25A27 UCP4 UNQ772/PRO1566	Homo sapiens (Human)
Q9BV40	reviewed	VAMP8	Homo sapiens (Human)
Q13488	reviewed	TCIRG1 ATP6N1C ATP6V0A3	Homo sapiens (Human)
Q8WVZ1	reviewed	ZDHHC19	Homo sapiens (Human)
Q9H1Z9	reviewed	TSPAN10 OCSP	Homo sapiens (Human)
A0A5A2	reviewed	TRBV5-8 TCRBV5S4A2T	Homo sapiens (Human)
P30530	reviewed	AXL UFO	Homo sapiens (Human)
Q86WB7	reviewed	UNC93A	Homo sapiens (Human)
Q9BSR8	reviewed	YIPF4 Nbla11189	Homo sapiens (Human)
Q8N966	reviewed	ZDHHC22 C14orf59	Homo sapiens (Human)
Q6XR72	reviewed	SLC30A10 ZNT10 ZNT8	Homo sapiens (Human)
Q02223	reviewed	TNFRSF17 BCM BCMA	Homo sapiens (Human)
Q9Y6Q6	reviewed	TNFRSF11A RANK	Homo sapiens (Human)
A0A0B4J274	reviewed	TRAV20	Homo sapiens (Human)
Q9BY10	reviewed	SLC46A2 TSCOT	Homo sapiens (Human)
A0A087WT01	reviewed	TRAV27	Homo sapiens (Human)
A0A5B6	reviewed	TRBV28 TCRBV3S1	Homo sapiens (Human)
Q8N8F6	reviewed	YIPF7 FINGER9 YIP1B	Homo sapiens (Human)
Q8NEW0	reviewed	SLC30A7 ZNT7 ZNTL2	Homo sapiens (Human)
Q8IZN3	reviewed	ZDHHC14	Homo sapiens (Human)
Q9UL54	reviewed	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431	Homo sapiens (Human)
Q03518	reviewed	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)
Q9BQS2	reviewed	SYT15	Homo sapiens (Human)
Q9NYK1	reviewed	TLR7 UNQ248/PRO285	Homo sapiens (Human)
Q9Y6G1	reviewed	TMEM14A C6orf73 PTD011	Homo sapiens (Human)
Q53FP2	reviewed	TMEM35A TMEM35	Homo sapiens (Human)
Q969S6	reviewed	TMEM203	Homo sapiens (Human)
Q9BSA9	reviewed	TMEM175	Homo sapiens (Human)
Q8IY95	reviewed	TMEM192	Homo sapiens (Human)
Q96Q45	reviewed	TMEM237 ALS2CR4	Homo sapiens (Human)
A6NDV4	reviewed	TMEM8B C9orf127 NGX6	Homo sapiens (Human)
P37173	reviewed	TGFBR2	Homo sapiens (Human)
Q9UHF0	reviewed	TAC3 NKNB UNQ585/PRO1155	Homo sapiens (Human)
P34981	reviewed	TRHR	Homo sapiens (Human)
Q96RJ3	reviewed	TNFRSF13C BAFFR BR3	Homo sapiens (Human)
A6NH52	reviewed	TVP23A FAM18A	Homo sapiens (Human)
A0A576	reviewed	TRBV3-1 TCRBV9S1A1T	Homo sapiens (Human)
P62079	reviewed	TSPAN5 TM4SF9	Homo sapiens (Human)
A0A075B6T7	reviewed	TRAV6 TCRAV5S1	Homo sapiens (Human)
P02774	reviewed	GC	Homo sapiens (Human)
Q8TCW7	reviewed	ZPLD1	Homo sapiens (Human)
Q8WTX9	reviewed	ZDHHC1 C16orf1 ZNF377	Homo sapiens (Human)
Q5VX71	reviewed	SUSD4 UNQ196/PRO222	Homo sapiens (Human)
A0A0K0K1E9	reviewed	TRBV7-7	Homo sapiens (Human)
Q9HAW7	reviewed	UGT1A7 GNT1 UGT1	Homo sapiens (Human)
O75795	reviewed	UGT2B17	Homo sapiens (Human)
Q16864	reviewed	ATP6V1F ATP6S14 VATF	Homo sapiens (Human)
P25311	reviewed	AZGP1 ZAG ZNGP1	Homo sapiens (Human)
Q9P1W8	reviewed	SIRPG SIRPB2	Homo sapiens (Human)
Q9H7V2	reviewed	SYNDIG1 C20orf39 TMEM90B	Homo sapiens (Human)
Q99603	reviewed	TRGV9 TCRGV9	Homo sapiens (Human)
P0DKB5	reviewed	TPBGL	Homo sapiens (Human)
A0A075B6R0	reviewed	TRGV2 TCRGV2	Homo sapiens (Human)
Q9Y210	reviewed	TRPC6 TRP6	Homo sapiens (Human)
Q9HCF6	reviewed	TRPM3 KIAA1616 LTRPC3	Homo sapiens (Human)
Q9BZ97	reviewed	TTTY13 TTY13	Homo sapiens (Human)
A0A0K0K1G6	reviewed	TRBV10-3	Homo sapiens (Human)
A0A075B6N4	reviewed	TRBV25-1	Homo sapiens (Human)
P0DPF7	reviewed	TRBV6-3	Homo sapiens (Human)
P06133	reviewed	UGT2B4 UGT2B11	Homo sapiens (Human)
Q9BZM6	reviewed	ULBP1 N2DL1 RAET1I	Homo sapiens (Human)
P0CG47	reviewed	UBB	Homo sapiens (Human)
O14492	reviewed	SH2B2 APS	Homo sapiens (Human)
O94933	reviewed	SLITRK3 KIAA0848	Homo sapiens (Human)
A0A1B0GVQ0	reviewed	SPAAR LINC00961 SPAR	Homo sapiens (Human)
Q9UQF0	reviewed	ERVW-1 ERVWE1	Homo sapiens (Human)
O15270	reviewed	SPTLC2 KIAA0526 LCB2	Homo sapiens (Human)
Q9BRV3	reviewed	SLC50A1 RAG1AP1 SCP	Homo sapiens (Human)
Q99726	reviewed	SLC30A3 ZNT3	Homo sapiens (Human)
Q6J9G0	reviewed	STYK1 NOK	Homo sapiens (Human)
Q9Y6M5	reviewed	SLC30A1 ZNT1	Homo sapiens (Human)
Q9BRI3	reviewed	SLC30A2 ZNT2	Homo sapiens (Human)
P27338	reviewed	MAOB	Homo sapiens (Human)
O94823	reviewed	ATP10B ATPVB KIAA0715	Homo sapiens (Human)
P20648	reviewed	ATP4A	Homo sapiens (Human)
Q6P1S2	reviewed	C3orf33 MSTP052	Homo sapiens (Human)
Q5VU97	reviewed	CACHD1 KIAA1573 VWCD1	Homo sapiens (Human)
Q3KPI0	reviewed	CEACAM21 UNQ3098/PRO10075	Homo sapiens (Human)
Q08722	reviewed	CD47 MER6	Homo sapiens (Human)
Q9NS84	reviewed	CHST7	Homo sapiens (Human)
Q96G28	reviewed	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)
Q9NY25	reviewed	CLEC5A CLECSF5 MDL1	Homo sapiens (Human)
Q6ZS10	reviewed	CLEC17A	Homo sapiens (Human)
Q8NET6	reviewed	CHST13	Homo sapiens (Human)
Q6UXS0	reviewed	CLEC19A UNQ5810/PRO19627	Homo sapiens (Human)
Q7LFX5	reviewed	CHST15 BRAG GALNAC4S6ST KIAA0598	Homo sapiens (Human)
Q8TEY5	reviewed	CREB3L4 AIBZIP CREB4 JAL	Homo sapiens (Human)
Q9P1W3	reviewed	TMEM63C C14orf171 CSC1	Homo sapiens (Human)
Q6YFQ2	reviewed	COX6B2	Homo sapiens (Human)
P35212	reviewed	GJA4	Homo sapiens (Human)
P78310	reviewed	CXADR CAR	Homo sapiens (Human)
P52569	reviewed	SLC7A2 ATRC2 CAT2	Homo sapiens (Human)
Q9H4G1	reviewed	CST9L CTES7B UNQ1835/PRO3543	Homo sapiens (Human)
Q8WY07	reviewed	SLC7A3 ATRC3 CAT3	Homo sapiens (Human)
O75907	reviewed	DGAT1 AGRP1 DGAT	Homo sapiens (Human)
Q96GE9	reviewed	DMAC1 C9orf123 TMEM261	Homo sapiens (Human)
Q6ZMB0	reviewed	B3GNT6	Homo sapiens (Human)
Q8WY22	reviewed	BRI3BP KG19	Homo sapiens (Human)
Q13145	reviewed	BAMBI NMA	Homo sapiens (Human)
Q8WZ55	reviewed	BSND BART	Homo sapiens (Human)
Q9P0X4	reviewed	CACNA1I KIAA1120	Homo sapiens (Human)
Q13634	reviewed	CDH18 CDH14	Homo sapiens (Human)
P55291	reviewed	CDH15 CDH14 CDH3	Homo sapiens (Human)
P0C862	reviewed	C1QTNF9 C1QTNF9A UNQ6503/PRO21380	Homo sapiens (Human)
Q9P2K1	reviewed	CC2D2A KIAA1345	Homo sapiens (Human)
Q9HCU4	reviewed	CELSR2 CDHF10 EGFL2 KIAA0279 MEGF3	Homo sapiens (Human)
Q9H305	reviewed	CDIP1 C16orf5 CDIP LITAFL	Homo sapiens (Human)
Q92903	reviewed	CDS1 CDS	Homo sapiens (Human)
P21926	reviewed	CD9 MIC3 TSPAN29 GIG2	Homo sapiens (Human)
Q86X52	reviewed	CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487	Homo sapiens (Human)
Q9HBB8	reviewed	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	Homo sapiens (Human)
Q6EIG7	reviewed	CLEC6A CLECSF10 DECTIN2	Homo sapiens (Human)
Q9Y696	reviewed	CLIC4	Homo sapiens (Human)
O95389	reviewed	CCN6 WISP3 UNQ462/PRO790/PRO956	Homo sapiens (Human)
Q8WTT0	reviewed	CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150	Homo sapiens (Human)
Q96NY7	reviewed	CLIC6 CLIC1L	Homo sapiens (Human)
P78357	reviewed	CNTNAP1 CASPR NRXN4	Homo sapiens (Human)
O95406	reviewed	CNIH1 CNIH CNIL UNQ155/PRO181	Homo sapiens (Human)
A6NM45	reviewed	CLDN24 CLDN21	Homo sapiens (Human)
O95377	reviewed	GJB5	Homo sapiens (Human)
P08574	reviewed	CYC1	Homo sapiens (Human)
A4FU28	reviewed	CTAGE9	Homo sapiens (Human)
P24310	reviewed	COX7A1 COX7AH	Homo sapiens (Human)
Q9NUB4	reviewed	C20orf141	Homo sapiens (Human)
Q8IX94	reviewed	CTAGE4	Homo sapiens (Human)
Q96CG8	reviewed	CTHRC1 UNQ762/PRO1550	Homo sapiens (Human)
P16410	reviewed	CTLA4 CD152	Homo sapiens (Human)
Q8NCG7	reviewed	DAGLB	Homo sapiens (Human)
Q96KC8	reviewed	DNAJC1 HTJ1	Homo sapiens (Human)
Q9ULC5	reviewed	ACSL5 ACS5 FACL5 UNQ633/PRO1250	Homo sapiens (Human)
Q86SQ6	reviewed	ADGRA1 GPR123 KIAA1828	Homo sapiens (Human)
P05141	reviewed	SLC25A5 ANT2	Homo sapiens (Human)
O43747	reviewed	AP1G1 ADTG CLAPG1	Homo sapiens (Human)
Q96KV6	reviewed	BTN2A3P BTN2A3	Homo sapiens (Human)
Q9NP55	reviewed	BPIFA1 LUNX NASG PLUNC SPLUNC1 SPURT UNQ787/PRO1606	Homo sapiens (Human)
Q9BYG0	reviewed	B3GNT5	Homo sapiens (Human)
Q06432	reviewed	CACNG1 CACNLG	Homo sapiens (Human)
Q9ULB5	reviewed	CDH7 CDH7L1	Homo sapiens (Human)
P57730	reviewed	CARD18 ICEBERG UNQ5804/PRO19611	Homo sapiens (Human)
Q96LW7	reviewed	CARD19 C9orf89	Homo sapiens (Human)
Q8N3J6	reviewed	CADM2 IGSF4D NECL3	Homo sapiens (Human)
P22681	reviewed	CBL CBL2 RNF55	Homo sapiens (Human)
Q8WXS4	reviewed	TMEM37 PR	Homo sapiens (Human)
Q8N111	reviewed	CEND1 BM88	Homo sapiens (Human)
Q9H2X0	reviewed	CHRD UNQ217/PRO243	Homo sapiens (Human)
P19397	reviewed	CD53 MOX44 TSPAN25	Homo sapiens (Human)
Q13286	reviewed	CLN3 BTS	Homo sapiens (Human)
Q86T13	reviewed	CLEC14A C14orf27 EGFR5 UNQ236/PRO269	Homo sapiens (Human)
P56856	reviewed	CLDN18 UNQ778/PRO1572	Homo sapiens (Human)
O00501	reviewed	CLDN5 AWAL TMVCF	Homo sapiens (Human)
Q8N8Q8	reviewed	COX18 OXA1L2	Homo sapiens (Human)
O60494	reviewed	CUBN IFCR	Homo sapiens (Human)
P14854	reviewed	COX6B1 COX6B	Homo sapiens (Human)
Q8TF08	reviewed	COX7B2	Homo sapiens (Human)
P36382	reviewed	GJA5	Homo sapiens (Human)
Q9BV23	reviewed	ABHD6	Homo sapiens (Human)
Q8IZY2	reviewed	ABCA7	Homo sapiens (Human)
O00767	reviewed	SCD	Homo sapiens (Human)
Q9H2F3	reviewed	HSD3B7	Homo sapiens (Human)
O60266	reviewed	ADCY3 KIAA0511	Homo sapiens (Human)
Q9UP79	reviewed	ADAMTS8 METH2	Homo sapiens (Human)
Q9UIR0	reviewed	BTNL2	Homo sapiens (Human)
P82251	reviewed	SLC7A9 BAT1	Homo sapiens (Human)
Q00973	reviewed	B4GALNT1 GALGT SIAT2	Homo sapiens (Human)
Q6L9W6	reviewed	B4GALNT3	Homo sapiens (Human)
Q9GZN4	reviewed	PRSS22 BSSP4 PRSS26 SP001LA UNQ302/PRO343	Homo sapiens (Human)
O95971	reviewed	CD160 BY55	Homo sapiens (Human)
A8MZ97	reviewed	C2orf74	Homo sapiens (Human)
P27824	reviewed	CANX	Homo sapiens (Human)
Q9Y698	reviewed	CACNG2	Homo sapiens (Human)
Q8IUK8	reviewed	CBLN2 UNQ1892/PRO4338	Homo sapiens (Human)
P28906	reviewed	CD34	Homo sapiens (Human)
P17927	reviewed	CR1 C3BR	Homo sapiens (Human)
Q9Y5Q5	reviewed	CORIN CRN TMPRSS10	Homo sapiens (Human)
Q08477	reviewed	CYP4F3 LTB4H	Homo sapiens (Human)
Q9HCS2	reviewed	CYP4F12 UNQ568/PRO1129	Homo sapiens (Human)
Q86W10	reviewed	CYP4Z1 UNQ3060/PRO9882	Homo sapiens (Human)
P0C2S0	reviewed	CTXN2	Homo sapiens (Human)
Q7Z388	reviewed	DPY19L4	Homo sapiens (Human)
P49238	reviewed	CX3CR1 CMKBRL1 GPR13	Homo sapiens (Human)
Q6ZPD9	reviewed	DPY19L3	Homo sapiens (Human)
Q8IWA5	reviewed	SLC44A2 CTL2 PSEC0210	Homo sapiens (Human)
Q99704	reviewed	DOK1	Homo sapiens (Human)
Q86YN1	reviewed	DOLPP1 LSFR2	Homo sapiens (Human)
P20036	reviewed	HLA-DPA1 HLA-DP1A HLASB	Homo sapiens (Human)
Q6UXT9	reviewed	ABHD15 UNQ6510/PRO21435	Homo sapiens (Human)
O43687	reviewed	AKAP7 AKAP15 AKAP18	Homo sapiens (Human)
Q07912	reviewed	TNK2 ACK1	Homo sapiens (Human)
Q8N139	reviewed	ABCA6	Homo sapiens (Human)
P30556	reviewed	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B	Homo sapiens (Human)
Q8N6S5	reviewed	ARL6IP6 PFAAP1	Homo sapiens (Human)
Q9Y5C1	reviewed	ANGPTL3 ANGPT5 UNQ153/PRO179	Homo sapiens (Human)
Q96CW1	reviewed	AP2M1 CLAPM1 KIAA0109	Homo sapiens (Human)
O43827	reviewed	ANGPTL7 CDT6 UNQ313/PRO356	Homo sapiens (Human)
O14983	reviewed	ATP2A1	Homo sapiens (Human)
Q96IX5	reviewed	ATP5MD DAPIT HCVFTP2 USMG5 PD04912	Homo sapiens (Human)
O00238	reviewed	BMPR1B	Homo sapiens (Human)
O95992	reviewed	CH25H	Homo sapiens (Human)
O75419	reviewed	CDC45 CDC45L CDC45L2 UNQ374/PRO710	Homo sapiens (Human)
P34810	reviewed	CD68	Homo sapiens (Human)
P60033	reviewed	CD81 TAPA1 TSPAN28	Homo sapiens (Human)
Q96F05	reviewed	C11orf24 FP2568 UNQ1872/PRO4315	Homo sapiens (Human)
P57739	reviewed	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	Homo sapiens (Human)
Q9Y5I7	reviewed	CLDN16 PCLN1	Homo sapiens (Human)
Q9NZV1	reviewed	CRIM1 S52 UNQ1886/PRO4330	Homo sapiens (Human)
Q9P0S2	reviewed	COX16 C14orf112 HSPC203 PTD019	Homo sapiens (Human)
Q96HD1	reviewed	CRELD1 CIRRIN UNQ188/PRO214	Homo sapiens (Human)
P00395	reviewed	MT-CO1 COI COXI MTCO1	Homo sapiens (Human)
P29033	reviewed	GJB2	Homo sapiens (Human)
Q8N8Z6	reviewed	DCBLD1	Homo sapiens (Human)
Q6QHC5	reviewed	DEGS2 C14orf66	Homo sapiens (Human)
Q9UEY8	reviewed	ADD3 ADDL	Homo sapiens (Human)
Q8IWK6	reviewed	ADGRA3 GPR125 UNQ556/PRO1113	Homo sapiens (Human)
P49407	reviewed	ARRB1 ARR1	Homo sapiens (Human)
P14415	reviewed	ATP1B2	Homo sapiens (Human)
P48201	reviewed	ATP5MC3 ATP5G3	Homo sapiens (Human)
Q9NYM9	reviewed	BET1L GS15	Homo sapiens (Human)
P51451	reviewed	BLK	Homo sapiens (Human)
P32247	reviewed	BRS3	Homo sapiens (Human)
Q6UX72	reviewed	B3GNT9 UNQ1922/PRO4397	Homo sapiens (Human)
Q6ZNE5	reviewed	ATG14 ATG14L KIAA0831	Homo sapiens (Human)
Q9BXK5	reviewed	BCL2L13 MIL1 CD003	Homo sapiens (Human)
Q53S99	reviewed	C2orf83	Homo sapiens (Human)
Q8N350	reviewed	CBARP C19orf26	Homo sapiens (Human)
Q9NQ75	reviewed	CASS4 C20orf32 HEFL	Homo sapiens (Human)
P15954	reviewed	COX7C	Homo sapiens (Human)
P00403	reviewed	MT-CO2 COII COX2 COXII MTCO2	Homo sapiens (Human)
Q9Y2W7	reviewed	KCNIP3 CSEN DREAM KCHIP3	Homo sapiens (Human)
Q86VU5	reviewed	COMTD1 UNQ766/PRO1558	Homo sapiens (Human)
Q9Y442	reviewed	C22orf24	Homo sapiens (Human)
P14406	reviewed	COX7A2 COX7AL	Homo sapiens (Human)
P98082	reviewed	DAB2 DOC2	Homo sapiens (Human)
Q2PZI1	reviewed	DPY19L1 GA0500 KIAA0877	Homo sapiens (Human)
Q96PD2	reviewed	DCBLD2 CLCP1 ESDN	Homo sapiens (Human)
Q9BVC3	reviewed	DSCC1 DCC1 UNQ9337/PRO34008	Homo sapiens (Human)
Q86XS5	reviewed	ANGPTL5 UNQ5795/PRO19600	Homo sapiens (Human)
Q9NY37	reviewed	ASIC5 ACCN5 HINAC	Homo sapiens (Human)
Q6E213	reviewed	AWAT2 DC4 DGAT2L4 MFAT WS	Homo sapiens (Human)
P12830	reviewed	CDH1 CDHE UVO	Homo sapiens (Human)
O00555	reviewed	CACNA1A CACH4 CACN3 CACNL1A4	Homo sapiens (Human)
Q6UY09	reviewed	CEACAM20 UNQ9366/PRO34155	Homo sapiens (Human)
P07766	reviewed	CD3E T3E	Homo sapiens (Human)
Q6ZMG9	reviewed	CERS6 LASS6	Homo sapiens (Human)
Q8N5B7	reviewed	CERS5 LASS5	Homo sapiens (Human)
Q8N2M8	reviewed	CLASRP SFRS16 SWAP2 UNQ2428/PRO4988	Homo sapiens (Human)
P41597	reviewed	CCR2 CMKBR2	Homo sapiens (Human)
Q8TAZ6	reviewed	CMTM2 CKLFSF2	Homo sapiens (Human)
Q96NU0	reviewed	CNTNAP3B CASPR3B	Homo sapiens (Human)
Q02246	reviewed	CNTN2 AXT TAG1 TAX1	Homo sapiens (Human)
P0C7M8	reviewed	CLEC2L	Homo sapiens (Human)
